Variable01,Variable02,Variable03,Variable04,Variable05,Variable06,Variable07,Variable08,Variable09,Variable10,Variable11,Variable12,Variable13,Variable14,Variable15,Variable16,Variable17,Variable18,Variable19,Variable20,Variable21,Variable22,Variable23,Variable24,Variable25,Variable26,Variable27,Variable28,Amount,Class
2.22,0.37,-2.85,1.13,1.67,-0.03,0.61,-0.11,0.00,-0.18,0.10,0.11,-0.74,-0.62,-0.85,0.36,0.44,0.75,0.31,-0.17,-0.04,-0.05,-0.15,-0.46,0.45,-0.48,-0.01,-0.03,37.35,0
1.70,-0.57,-0.25,0.61,-1.11,-0.51,-0.87,0.05,1.44,0.05,-1.15,-0.53,-1.40,0.06,0.62,0.29,-0.39,0.09,-0.33,-0.24,0.17,0.69,0.17,0.00,-0.41,0.67,-0.02,-0.04,11.27,0
-1.82,2.38,-1.27,1.20,-0.67,-0.99,-0.48,1.61,0.45,-0.18,0.30,-1.20,2.63,3.26,-0.07,-0.41,1.33,-0.37,-0.29,-0.01,0.10,0.59,0.27,0.04,-0.52,-0.37,0.23,0.15,1.79,0
0.82,-2.06,1.19,0.00,-2.39,0.90,-1.14,0.45,0.66,0.32,-0.18,1.05,-0.11,-1.19,-2.68,-1.80,0.42,1.49,0.21,0.02,-0.34,-0.50,-0.21,0.11,0.08,0.93,-0.03,0.06,209.75,0
1.11,-0.33,1.02,-0.75,-1.41,-0.82,-0.57,0.01,1.66,-1.04,-0.57,0.35,-0.76,0.01,1.42,-0.48,-0.09,0.35,0.55,-0.21,-0.02,0.14,-0.02,0.45,0.43,-0.57,0.07,0.03,1.09,0
-0.82,0.73,2.53,1.56,-0.57,0.77,0.09,0.18,0.84,-0.23,-0.81,0.58,-0.39,-0.90,-1.55,-1.71,1.42,-1.40,1.18,-0.19,-0.25,-0.31,0.07,0.33,-0.51,-0.46,-0.16,0.17,47.54,0
0.31,1.98,-2.90,1.58,0.53,-1.47,0.82,0.19,-0.38,-1.62,0.02,-0.84,-0.67,-3.64,1.31,1.29,2.90,1.86,-0.28,0.14,-0.10,-0.35,0.27,-0.57,-0.42,-0.40,0.10,-0.05,83.69,0
-1.28,2.43,-0.83,0.39,0.17,-0.21,0.53,0.45,0.11,2.08,0.96,0.84,0.32,0.41,0.31,-0.61,-0.20,-0.07,0.28,0.62,0.01,0.76,0.00,-0.27,-0.50,-0.45,0.44,-0.06,23.13,0
1.22,-1.36,0.62,-1.33,-1.49,-0.85,-0.77,-0.30,-1.76,1.11,-0.20,-0.11,2.13,-0.73,0.69,-0.19,0.40,-0.19,-0.28,0.09,-0.22,-0.73,0.02,0.33,0.13,-0.38,0.02,0.07,191.07,0
-1.00,0.94,0.55,1.14,-0.29,0.01,-0.65,-1.23,0.38,0.41,-0.66,0.86,1.28,-0.09,1.78,-1.02,0.42,0.09,2.33,-0.57,1.45,-0.03,1.02,-0.02,-1.87,-0.47,0.11,-0.08,5.85,0
-0.76,1.16,-0.52,-0.97,1.88,-0.82,1.72,-0.24,-1.17,-1.18,1.21,0.59,0.10,-0.66,-1.83,0.03,0.30,0.23,-0.45,-0.10,0.20,0.40,-0.38,0.79,0.54,0.58,-0.14,0.15,23.42,0
2.19,-0.55,-0.78,0.23,-0.34,0.14,-0.62,0.14,1.97,-0.15,-1.97,-0.27,-0.58,-0.07,0.70,0.29,-0.59,0.64,0.05,-0.25,0.12,0.46,0.07,0.08,-0.01,-0.19,0.03,-0.04,5.09,0
-0.47,0.74,1.57,0.36,0.04,-0.52,0.96,-0.03,-0.04,-0.89,-0.79,0.39,0.03,-0.26,-0.67,-0.15,-0.35,-0.38,-0.48,-0.04,-0.11,-0.30,0.07,0.31,-0.35,-0.69,0.17,0.20,59.99,0
-1.10,0.66,1.55,-2.31,-0.81,-0.13,-0.62,-0.33,-1.28,-0.10,-1.28,-1.27,0.18,-0.22,0.45,1.93,-0.20,-0.59,0.16,-0.03,1.24,0.38,-0.40,-0.61,0.77,-0.11,0.21,0.03,23.74,0
-0.56,0.60,-0.21,-0.73,-0.59,-0.53,1.02,0.14,0.35,-1.14,-1.11,0.02,-0.89,0.39,-0.56,-0.36,0.02,-0.54,0.08,-0.33,-0.04,-0.11,0.16,-0.03,-0.34,-0.14,-0.18,-0.07,166.88,0
-0.79,0.01,0.09,-0.68,0.74,-0.08,-0.24,0.13,1.18,0.48,-1.79,0.26,0.84,-0.71,-0.02,0.41,-0.92,0.16,-0.35,0.05,0.09,0.79,-0.09,0.09,-0.51,0.50,0.46,0.35,31.47,0
1.10,-0.48,-0.05,-0.64,-0.70,-0.74,-0.41,0.06,-0.90,0.36,1.74,-0.51,-1.18,-0.40,0.34,1.51,1.04,-1.13,0.61,0.03,-0.27,-1.17,0.21,0.05,0.01,-0.70,0.00,0.04,44.28,0
2.11,-1.03,-0.65,-1.13,-0.94,-0.33,-1.02,-0.13,-0.01,0.66,-0.99,-0.10,1.84,-0.62,0.60,1.49,-0.34,-0.85,0.40,0.23,0.38,1.21,-0.01,-0.58,-0.12,-0.03,0.01,-0.04,72.72,0
1.26,-0.22,-0.21,-1.12,-0.12,-0.18,-0.05,0.15,0.86,-0.91,1.92,0.90,-1.47,0.62,0.71,-1.55,0.46,-0.54,0.38,-0.29,0.09,0.54,-0.14,-0.23,0.73,-0.60,0.06,-0.01,1.19,0
1.99,-0.01,-1.54,0.12,0.25,-0.82,0.17,-0.26,0.28,0.16,0.99,1.25,0.86,0.59,0.03,0.00,-0.82,0.44,0.12,-0.20,0.32,0.95,-0.05,-0.37,0.26,-0.08,-0.02,-0.09,0.87,0
1.10,-0.91,0.01,-0.32,-1.15,-0.93,-0.05,-0.22,-0.97,0.64,1.04,1.04,0.40,0.19,-0.68,-1.54,0.11,1.04,-0.32,-0.12,-0.31,-0.60,-0.17,0.65,0.31,0.83,-0.11,0.02,198.77,0
-1.04,0.62,1.32,-0.96,-0.95,0.06,0.85,-2.12,-0.04,-0.52,1.40,0.04,-1.02,0.28,0.11,0.68,-0.62,0.22,-0.22,-0.47,1.58,-0.57,0.07,0.52,-0.36,0.59,0.07,-0.21,234.60,0
-1.73,0.43,1.65,0.14,0.32,-0.39,-0.13,0.70,-0.74,-0.80,0.62,0.81,0.60,0.38,-0.12,1.08,-0.83,1.03,-0.73,0.03,0.33,0.68,-0.37,0.03,0.54,-0.38,-0.05,-0.10,8.84,0
-0.39,1.02,1.40,-0.03,-0.10,-0.93,0.56,-0.05,-0.33,-0.31,-0.42,-0.22,-0.38,0.23,0.76,0.22,-0.35,-0.35,0.01,0.09,-0.22,-0.59,-0.01,0.38,-0.22,0.07,0.22,0.14,3.91,0
-0.70,0.18,1.69,-1.58,-0.04,-0.80,0.34,-0.11,1.09,-1.69,-0.98,0.37,0.11,-0.15,0.78,-1.12,0.37,-0.16,2.00,0.10,-0.23,-0.42,-0.36,-0.10,0.38,-0.03,-0.06,0.09,19.58,0
1.59,-0.18,-0.77,1.53,-0.33,-0.71,-0.02,-0.18,0.66,0.15,-0.77,0.65,0.39,0.09,0.21,-0.01,-0.56,-0.22,-0.60,-0.14,0.08,0.35,0.10,-0.02,-0.02,-0.56,0.03,-0.03,76.45,0
0.06,0.63,-0.09,-0.85,1.09,-0.21,0.80,0.00,-0.21,-0.27,-0.13,0.48,0.20,0.23,-1.25,0.33,-1.02,0.05,0.58,0.02,-0.27,-0.74,-0.07,-1.18,-0.30,0.21,0.28,0.09,1.95,0
1.10,0.17,0.51,1.48,-0.13,0.14,-0.07,0.17,0.09,0.06,0.95,1.10,-0.77,0.30,-0.81,-0.54,0.04,-0.38,-0.07,-0.24,-0.07,0.02,-0.06,0.01,0.74,-0.36,0.04,0.00,0.90,0
1.85,-0.02,-1.34,0.15,0.31,-0.60,0.15,-0.18,0.21,0.18,1.02,1.40,0.47,0.62,0.06,-0.08,-0.80,0.36,-0.02,-0.16,0.30,1.11,0.03,0.82,0.29,-0.19,-0.02,-0.06,1.61,0
1.26,-0.01,0.56,0.74,-0.44,-0.22,-0.05,-0.02,0.42,-0.25,-0.45,0.66,0.20,-0.07,0.01,-0.51,0.31,-1.18,-0.16,-0.11,-0.15,-0.40,0.02,0.12,0.40,0.26,-0.01,0.01,24.91,0
-0.74,0.46,1.34,-1.34,-1.38,-0.12,-0.97,-0.32,-1.46,0.24,1.06,0.13,0.51,-0.13,0.11,1.88,0.02,-0.17,0.51,-0.15,1.20,1.31,-0.09,0.31,0.01,-0.11,-0.12,-0.04,24.59,0
-0.37,1.23,2.21,0.92,-0.06,-1.00,0.66,-0.26,-0.81,-0.27,0.23,0.98,1.12,0.03,0.79,-0.49,-0.11,-0.22,0.25,0.09,0.13,0.46,-0.09,1.10,-0.31,-0.54,0.17,0.14,7.71,0
1.40,-0.08,0.64,0.06,-0.44,-0.13,-0.46,0.01,1.87,-0.35,1.33,-2.53,1.32,1.50,-0.03,0.97,-0.20,0.78,0.13,-0.06,-0.08,0.03,-0.09,-0.32,0.27,0.93,-0.10,-0.01,18.50,0
-5.34,3.19,-1.36,-1.18,-0.36,0.33,0.34,0.62,2.55,4.59,-0.06,0.70,-0.55,-1.27,-1.90,-0.75,-0.21,-0.45,0.53,1.31,-0.83,-1.06,-0.14,0.24,0.58,0.05,0.79,0.14,51.68,0
1.12,-0.98,0.72,-0.54,-1.35,-0.58,-0.70,0.05,-0.57,0.77,1.09,-0.08,-1.11,-0.08,-0.95,0.69,0.56,-1.29,1.21,0.11,0.00,-0.12,0.00,0.59,0.33,-0.32,0.00,0.02,80.66,0
1.50,-0.52,-0.03,-0.58,-0.62,-0.43,-0.69,-0.02,-0.61,0.09,-0.16,-0.75,0.21,-1.56,1.03,1.52,1.13,-1.02,0.12,0.16,0.07,0.06,-0.07,-0.46,0.37,-0.20,0.05,0.04,37.54,0
1.77,-1.41,-1.35,-1.25,1.11,3.32,-2.14,0.94,0.15,0.73,-0.28,0.11,0.31,-0.27,1.08,-0.86,-0.52,1.06,-1.16,-0.56,-0.32,-0.43,0.43,0.68,-0.72,0.43,0.03,-0.04,18.81,0
1.48,0.26,0.35,0.41,-0.16,-0.76,0.09,-0.19,-0.01,-0.07,-0.61,0.52,0.81,0.09,0.82,0.44,-0.70,-0.40,0.07,-0.05,-0.28,-0.92,0.06,-0.11,0.28,0.13,-0.02,0.01,2.24,0
-1.96,-1.53,0.06,-0.70,0.29,-0.23,2.75,-0.13,-0.54,-1.63,0.20,-0.09,-1.28,0.96,-0.84,0.05,-0.84,0.32,-0.12,1.12,0.27,-0.57,0.91,-0.52,1.10,-0.40,-0.27,0.10,653.52,0
0.17,0.83,-0.92,-0.88,1.28,-0.82,1.29,-0.41,0.67,-0.99,1.60,-1.47,1.92,2.40,-2.50,-0.70,0.20,0.20,0.05,-0.13,0.16,0.84,-0.15,0.90,-0.26,0.01,0.03,0.08,23.80,0
-1.95,0.03,2.63,-2.63,-0.61,-0.12,0.04,0.10,2.88,-0.96,2.16,-2.86,0.00,1.27,0.74,0.20,-0.07,0.97,-0.92,-0.03,-0.04,0.86,-0.27,-0.02,0.33,-0.03,0.25,0.04,88.46,0
1.72,-0.64,0.15,1.89,-0.76,0.35,-0.55,0.26,0.07,0.97,0.27,0.59,-0.47,-0.45,-2.74,1.04,-0.34,-0.82,-0.14,-0.05,-0.41,-0.95,0.45,0.01,-0.92,2.04,-0.14,-0.07,91.61,0
1.42,-0.42,-0.21,-0.62,-0.29,-0.08,-0.58,-0.02,-0.80,0.08,-0.50,-0.74,0.91,-1.53,1.46,1.80,1.04,-1.13,0.34,0.24,0.04,0.02,-0.12,-1.03,0.38,-0.19,0.04,0.04,37.01,0
-1.42,0.72,0.87,3.62,0.27,-0.35,0.11,0.19,-0.60,0.64,-0.54,-0.16,0.30,-1.28,-0.03,-0.13,1.58,0.28,0.96,-0.22,-0.25,0.27,0.82,0.33,-0.02,0.29,0.04,-0.29,15.70,0
1.31,0.22,0.20,0.47,-0.19,-0.47,-0.08,0.02,-0.06,-0.09,1.14,0.33,-0.71,0.07,0.43,0.95,-0.36,0.45,0.22,-0.14,-0.22,-0.74,0.10,-0.08,0.23,0.10,-0.04,0.02,0.72,0
2.28,0.94,-0.61,4.61,0.65,-0.40,0.48,-0.47,-0.03,1.01,0.00,-1.94,2.89,1.54,-2.24,0.55,0.00,-0.75,-1.69,-0.27,-0.32,-0.42,0.20,-0.04,-0.02,-0.22,-0.06,-0.05,12.87,0
-1.03,0.16,1.99,-0.12,0.16,1.99,-0.30,1.00,0.09,-0.71,1.67,0.84,-0.76,-0.12,0.54,-0.91,0.89,-1.54,-0.95,0.16,0.12,0.46,0.01,-0.90,-0.12,0.43,0.40,0.11,52.47,0
2.12,-1.45,-0.38,-1.24,-1.65,-0.56,-1.26,-0.12,-0.01,1.31,1.85,-2.41,1.63,1.21,-1.37,-0.37,1.07,0.57,-0.30,-0.36,-0.17,0.03,0.18,-0.07,-0.47,-0.25,-0.01,-0.04,96.90,0
-1.05,1.08,0.79,-0.54,1.68,0.80,1.02,0.29,-0.78,-0.28,-0.21,0.03,-0.32,0.40,-0.08,0.83,-1.11,0.04,-0.14,-0.01,-0.44,-1.55,-0.06,-2.03,0.08,-0.75,0.20,0.19,23.47,0
0.07,0.87,-0.38,-0.67,0.78,-0.50,0.76,0.07,-0.24,-0.69,1.31,0.65,-0.32,-0.64,-0.85,0.35,0.20,0.19,-0.05,0.02,-0.27,-0.79,0.11,0.58,-0.55,0.10,0.22,0.07,4.13,0
-1.42,0.78,-0.77,-0.94,-0.31,0.10,-1.19,1.22,0.43,-1.77,0.35,1.42,0.75,-0.30,0.84,-0.03,1.06,1.37,1.50,-0.40,0.17,0.34,-0.50,-1.36,-0.09,-0.50,-0.28,-0.31,32.80,0
1.64,-0.59,-2.50,-0.42,2.28,3.64,-0.35,0.77,2.34,-1.40,1.34,-2.59,1.51,0.20,-0.44,-0.11,1.93,0.18,-0.22,0.14,-0.32,-0.93,0.10,0.57,-0.09,-0.11,-0.05,-0.01,118.98,0
-3.61,-3.32,1.31,-2.00,2.16,0.56,-1.22,0.68,-0.58,0.20,0.69,-0.11,-0.38,-0.48,-0.72,0.62,0.46,-2.22,0.01,-0.56,-0.35,-0.60,-0.39,-0.79,0.26,-0.56,-0.47,1.01,55.00,0
-1.04,0.71,3.17,5.41,-0.67,3.06,-0.84,0.88,-0.14,1.31,-2.19,-0.53,-0.30,-1.22,-0.84,-0.36,0.75,0.48,1.28,0.30,0.05,0.54,-0.28,0.76,0.18,0.69,0.32,0.16,59.73,0
-0.33,0.79,-0.56,-2.23,0.65,-0.98,1.64,-0.71,-1.77,0.06,0.93,-0.55,-0.10,-1.39,-1.37,0.75,0.97,-0.53,0.68,0.30,0.26,1.11,-0.59,-0.45,0.63,0.10,0.04,-0.08,92.03,0
-0.34,-3.04,0.25,0.99,-2.19,0.17,0.23,0.05,1.52,-0.99,-0.64,-0.02,-1.77,-0.02,0.16,-0.30,0.54,-0.71,-0.24,1.39,0.33,-0.85,-0.52,0.43,-0.37,0.72,-0.19,0.15,959.25,0
2.30,0.15,-1.75,0.46,0.60,-0.77,0.22,-0.33,0.31,-0.37,-0.63,0.60,0.87,-0.86,0.10,0.34,0.33,-0.29,0.08,-0.06,-0.31,-0.98,0.27,0.42,-0.26,0.16,-0.06,-0.03,18.17,0
2.16,-0.34,-0.27,0.42,-0.74,-0.94,-0.44,-0.05,1.23,-0.11,-0.78,0.02,-0.84,0.25,1.08,0.40,-0.53,0.00,-0.16,-0.29,-0.14,-0.40,0.34,-0.03,-0.56,-0.66,0.03,-0.03,1.02,0
-0.50,-0.44,0.10,-2.70,-0.56,0.45,-1.16,-1.32,-1.98,1.66,-0.60,-0.90,0.02,-0.27,-1.06,-0.16,0.05,0.86,0.84,-0.75,1.41,-0.20,0.04,-0.86,-0.70,-0.20,0.27,0.23,48.88,0
-0.49,1.04,-0.52,-0.39,0.12,-0.90,0.47,0.32,-0.08,-0.07,0.45,0.02,-1.78,1.10,-0.11,-0.11,-0.42,1.00,0.34,-0.31,0.48,1.48,0.02,0.07,-0.78,-0.26,0.11,0.28,4.59,0
1.08,-0.59,1.34,0.51,-1.21,0.15,-1.39,0.28,-0.27,0.78,-0.50,-0.38,-0.11,-0.19,1.43,-1.21,-0.23,1.66,-2.19,-0.60,-0.09,0.23,0.05,0.03,0.19,-0.21,0.10,0.05,10.89,0
1.94,-0.09,-1.36,0.17,0.13,-0.86,0.09,-0.19,0.48,0.17,0.60,0.56,-0.59,0.64,0.12,0.11,-0.92,0.62,0.23,-0.25,0.31,0.69,-0.06,-0.42,0.28,-0.11,-0.03,-0.07,1.17,0
-3.89,-3.56,1.39,-1.24,2.26,-1.09,-1.50,-0.38,-1.00,0.59,1.41,-0.44,-0.91,0.17,0.26,0.83,0.36,-1.63,-0.23,-0.58,1.00,0.24,0.05,-0.28,0.52,-0.19,0.09,0.49,49.54,0
1.27,0.22,-0.19,0.25,0.23,-0.08,-0.04,0.02,-0.11,-0.13,0.46,0.50,0.22,-0.16,0.44,1.04,-0.77,0.52,0.63,-0.03,-0.34,-0.89,-0.03,-1.00,0.40,0.13,-0.02,0.01,3.63,0
1.86,-0.94,-0.99,-0.65,0.03,1.07,-0.71,0.32,-0.61,0.67,1.32,1.08,0.60,0.45,0.78,-2.50,0.29,-0.19,-1.26,-0.64,-0.75,-1.14,0.50,-1.54,-0.74,-0.81,0.06,-0.06,26.18,0
1.94,0.46,-1.55,1.65,0.89,-1.43,1.06,-0.84,0.87,-0.03,0.34,-1.60,2.60,2.08,-0.69,-0.51,0.25,-0.21,-0.68,-0.21,0.04,0.49,-0.08,0.03,0.63,-0.51,-0.06,-0.06,34.92,0
-0.24,0.91,-0.06,-0.37,0.65,-0.93,0.80,-0.02,0.38,-1.05,-1.21,-1.10,-2.05,-1.35,-0.58,0.09,1.47,0.43,-0.32,-0.11,0.00,0.33,-0.31,-0.22,-0.23,0.58,0.41,0.22,0.86,0
1.45,-0.52,0.19,-0.86,-0.73,-1.21,-0.26,-0.15,-1.38,0.82,1.29,-0.19,-0.81,0.40,-0.12,0.91,0.22,-1.19,1.03,0.05,-0.13,-0.62,0.13,0.40,0.22,-0.46,-0.03,0.01,35.20,0
1.96,-0.66,0.36,0.44,-0.94,-0.16,-1.37,0.15,3.07,-0.17,1.55,-2.22,0.74,1.60,-0.62,0.68,0.00,0.68,-0.37,-0.31,-0.06,0.15,0.33,-0.04,-0.73,0.37,-0.06,-0.05,17.86,0
-14.52,-4.71,-4.65,2.79,1.31,0.99,-8.69,-12.76,-0.04,-2.46,-3.43,1.69,-1.15,3.42,0.85,3.95,0.25,0.21,0.04,-8.75,-12.35,4.49,8.26,-1.27,1.33,0.02,2.80,-2.32,1.01,0
-1.74,-0.75,2.17,1.03,-1.53,0.35,-1.39,0.87,-0.26,0.08,-2.03,0.08,-0.23,-0.93,-1.17,-2.58,1.07,1.22,0.53,0.04,-0.31,-0.49,-0.06,0.30,0.29,-0.07,0.28,-0.04,73.04,0
1.83,0.01,-1.45,0.12,0.35,-0.73,0.18,-0.30,0.23,0.11,0.98,1.46,1.04,0.44,-0.01,-0.02,-0.76,0.33,0.15,-0.14,0.32,1.05,-0.08,-0.47,0.30,-0.11,-0.01,-0.08,2.04,0
-0.20,0.95,0.69,-0.54,0.83,-0.27,1.07,-0.39,-0.40,-0.31,-1.24,-0.29,1.01,-0.18,0.56,0.18,-0.79,-0.03,0.69,0.11,-0.12,-0.13,-0.35,-0.86,0.23,0.59,-0.25,-0.18,29.22,0
-0.59,0.73,-1.71,-2.91,3.24,3.14,1.21,0.74,-0.97,-0.78,-0.15,-0.19,-0.61,1.05,0.08,-0.55,-0.64,-0.53,-0.74,-0.09,0.22,0.52,-0.52,0.60,0.63,0.19,0.03,0.09,1.28,0
-0.90,0.80,-1.35,1.06,1.87,-1.54,0.83,0.06,-1.03,0.00,-1.14,0.48,1.13,1.12,0.19,-0.70,-0.08,-0.12,0.66,0.30,0.42,0.90,-0.17,0.60,-0.29,-0.44,0.32,0.11,3.20,0
1.34,-0.22,-0.47,-0.86,-0.31,-1.04,0.17,-0.20,1.63,-1.11,-1.18,-0.27,-1.67,0.65,0.94,-0.83,0.04,0.09,1.14,-0.17,-0.07,-0.04,-0.29,-0.16,0.90,-0.58,0.03,0.00,14.55,0
-0.38,0.28,0.77,0.74,0.33,-0.39,0.61,0.05,-0.52,0.02,0.68,0.02,-1.03,0.71,0.55,0.08,-0.47,0.89,0.63,0.22,0.22,0.36,0.10,-0.02,-0.11,-0.36,0.04,0.05,78.70,0
1.74,-0.95,0.02,-0.46,-1.39,0.14,-1.66,0.06,0.09,0.79,-1.19,0.45,1.79,-0.66,1.17,-0.40,-0.71,1.99,-1.50,-0.44,-0.13,0.23,0.31,0.51,-0.60,0.63,0.02,-0.02,33.23,0
0.54,-3.42,-3.07,-1.24,0.31,1.11,0.89,-0.03,1.31,-1.15,1.13,0.94,-0.45,1.05,1.07,-1.50,0.30,-0.67,0.07,1.57,0.68,0.28,-0.61,-1.01,-0.11,-0.10,-0.12,0.04,636.34,0
-1.40,-1.32,-0.22,-1.26,2.45,2.90,-0.65,0.84,-0.74,0.71,-0.95,-0.34,0.22,-0.34,-0.10,-0.88,-1.04,2.03,-1.44,-1.00,-0.24,-0.01,-0.23,0.84,-0.49,-0.56,-0.04,0.36,167.22,0
1.01,-1.11,0.86,-0.71,-1.37,-0.01,-1.00,0.20,-0.65,0.68,1.69,0.22,0.12,-0.21,0.68,1.61,0.16,-0.79,0.04,0.29,0.63,1.43,-0.16,0.24,0.24,-0.06,0.03,0.04,100.62,0
-0.82,1.10,1.41,0.53,0.83,-0.51,1.20,-0.14,0.93,-1.38,-0.44,-3.41,-0.29,2.36,-1.04,-0.25,0.52,-0.04,-0.34,-0.17,-0.42,-1.09,-0.27,-0.26,0.74,-0.92,-0.01,0.05,40.40,0
1.07,0.11,0.21,0.43,-0.38,-0.75,-0.05,-0.10,0.30,-0.02,-1.02,-0.51,-1.01,0.55,1.39,0.54,-0.59,-0.16,0.09,-0.13,-0.27,-1.02,0.09,-0.22,0.29,0.13,-0.03,0.01,4.27,0
-0.42,0.72,1.00,-0.02,0.17,-0.72,1.23,-0.12,-0.50,-0.57,-1.20,-0.93,-1.47,0.54,0.62,0.12,-0.39,0.03,0.24,0.06,0.02,-0.15,-0.08,-0.11,0.15,0.32,-0.03,0.05,62.33,0
-0.02,0.74,-0.84,-0.36,0.91,-0.54,0.78,-0.01,0.50,-0.90,-1.20,-0.60,-0.63,-1.57,-0.57,0.26,0.96,0.41,-0.26,-0.04,-0.04,0.18,-0.27,0.16,-0.04,0.68,0.10,0.08,1.74,0
-1.92,0.52,3.25,3.01,1.53,2.56,-3.41,-0.68,1.58,0.68,-0.57,-1.73,1.93,0.16,-3.43,0.91,0.10,1.02,-0.45,-0.84,1.47,-0.36,-3.29,-0.32,-0.66,0.10,0.21,0.29,84.47,0
1.06,-0.05,1.15,0.87,-1.07,-0.46,-0.33,-0.07,0.75,-0.23,-0.30,1.19,0.84,-0.51,-0.06,-0.13,-0.06,-0.37,-0.20,-0.05,0.09,0.64,-0.09,0.98,0.48,0.40,0.01,0.02,18.47,0
1.26,-0.84,0.46,-0.67,-1.52,-1.02,-0.52,-0.13,-0.65,0.62,-0.33,-0.96,-0.33,-0.10,0.81,1.61,0.20,-1.19,0.47,0.21,0.05,-0.24,0.02,0.43,0.19,-0.40,0.00,0.04,129.95,0
0.21,0.85,-0.39,-0.87,0.99,-0.26,0.95,-0.17,-0.18,-0.43,0.88,0.33,0.00,-0.95,-1.00,0.53,-0.12,0.35,0.21,0.15,-0.32,-0.67,0.05,0.14,-0.47,0.09,0.05,-0.17,24.86,0
1.96,0.08,-2.40,0.47,0.75,-1.59,0.82,-0.55,0.12,0.32,-1.05,-0.92,-1.92,1.13,-0.01,-0.60,-0.08,-0.34,0.11,-0.35,0.22,0.59,-0.16,0.65,0.64,0.77,-0.16,-0.08,9.00,0
1.56,-0.08,-1.24,0.59,0.05,-0.67,-0.09,-0.08,0.48,-0.31,1.03,0.90,0.18,-1.07,-0.37,0.60,0.13,0.61,0.07,-0.09,-0.07,-0.08,0.14,-0.39,-0.18,0.20,-0.03,-0.04,35.56,0
-1.05,1.11,0.50,3.65,1.09,0.35,0.50,0.48,-1.96,0.66,-1.97,-0.77,-0.05,0.45,-0.79,0.70,-0.53,0.16,-1.02,-0.24,0.37,0.84,0.00,0.70,0.19,0.31,-0.09,0.05,9.85,0
-1.30,0.49,1.89,-1.83,-0.08,1.26,-0.79,-1.09,-1.34,0.26,-0.06,0.70,1.33,-0.55,-0.24,-0.72,-0.68,2.11,0.15,-0.49,1.31,-1.33,-0.08,-0.19,0.16,0.66,0.00,0.07,9.12,0
-1.87,1.43,1.06,1.04,-0.54,0.31,-0.08,1.15,-0.14,-0.46,-1.14,0.71,0.18,0.12,-0.75,-0.95,0.88,-0.65,0.99,0.06,-0.38,-1.40,0.01,1.14,0.49,-0.72,0.08,0.06,30.61,0
0.73,-0.87,0.68,-0.08,-0.22,2.07,-1.01,0.73,0.91,-0.57,1.53,2.37,0.66,-0.38,0.02,-1.28,0.86,-2.46,-0.74,0.13,0.00,0.15,0.04,-1.23,-0.20,1.14,0.02,0.01,106.90,0
2.43,-0.99,-0.73,-1.19,-0.76,0.26,-1.07,0.15,-0.08,0.93,0.42,0.00,0.13,-0.29,-0.34,1.36,-0.22,-0.55,0.78,0.11,0.37,0.94,0.07,0.21,-0.12,-0.13,-0.01,-0.05,80.73,0
-0.88,-0.29,-0.11,-1.97,1.08,2.08,0.87,0.29,-1.25,0.10,0.49,0.18,0.12,0.27,0.24,-2.43,0.03,1.07,-1.32,-0.86,0.06,0.92,-0.16,-0.92,0.23,0.06,0.01,0.13,131.28,0
1.05,-1.34,-0.04,-0.41,-1.15,-1.21,-0.01,-0.34,-1.08,0.54,-0.15,-0.26,0.91,-0.16,0.52,1.11,0.27,-1.53,0.49,0.61,0.41,0.38,-0.27,0.49,0.47,-0.15,-0.04,0.05,214.74,0
-0.57,0.64,1.13,-1.21,0.10,-0.50,0.61,0.00,0.35,0.15,1.58,-0.04,-1.50,0.21,0.15,0.30,-0.70,-0.27,-0.86,0.09,-0.08,-0.03,-0.05,0.02,-0.28,0.72,0.00,-0.11,3.25,0
-1.67,2.06,-0.92,-0.76,0.40,0.66,-1.09,-5.89,0.24,-0.12,1.12,0.56,-1.20,-0.43,-0.93,0.47,0.62,0.30,-0.15,-1.24,5.62,-2.06,0.98,0.43,-0.31,0.13,0.48,0.14,0.85,0
-1.50,1.26,1.99,0.93,-0.55,0.53,-0.51,0.92,1.74,-1.53,-0.65,-1.58,1.37,1.10,-3.45,-0.92,1.88,-0.84,-0.66,-0.47,-0.37,-0.69,-0.08,0.03,0.06,-0.64,-0.17,-0.09,3.34,0
-2.44,-1.35,1.28,0.70,3.67,-2.17,-0.38,0.07,-0.78,-0.58,-0.27,0.36,0.41,0.45,0.34,-0.47,-0.23,-0.72,-1.27,0.44,0.35,0.10,0.04,0.08,1.06,-0.32,-0.06,0.11,0.81,0
-0.27,-0.39,2.74,-0.35,-1.41,0.15,-0.68,0.12,0.24,0.17,-1.06,-0.93,-1.15,-1.15,-0.92,0.05,1.36,-1.32,1.81,0.23,0.22,0.84,-0.24,0.87,-0.08,-0.01,0.01,-0.09,5.35,0
1.09,0.01,0.21,0.85,0.08,0.35,0.02,0.19,-0.26,0.07,1.51,1.09,-0.35,0.82,0.72,-0.34,-0.12,-0.54,-0.99,-0.08,0.19,0.49,-0.11,-0.26,0.50,-0.24,0.03,0.01,74.67,0
