Variable01,Variable02,Variable03,Variable04,Variable05,Variable06,Variable07,Variable08,Variable09,Variable10,Variable11,Variable12,Variable13,Variable14,Variable15,Variable16,Variable17,Variable18,Variable19,Variable20,Variable21,Variable22,Variable23,Variable24,Variable25,Variable26,Variable27,Variable28,Amount,Class
1.96,-0.18,-1.14,0.42,-0.23,-1.08,0.09,-0.23,0.76,0.11,-0.89,-0.23,-1.25,0.53,0.21,-0.10,-0.16,-0.72,0.08,-0.32,-0.30,-0.75,0.38,-0.05,-0.33,0.21,-0.09,-0.06,9.17,0
1.56,-0.74,-3.27,-0.49,2.46,3.56,-0.33,0.85,0.81,-0.80,0.29,0.29,-0.33,-1.11,0.33,-0.08,1.01,-0.08,-0.05,0.18,-0.16,-0.63,0.09,0.65,-0.09,-0.08,-0.02,0.00,175.62,0
1.83,-0.36,0.32,0.56,-0.98,-0.46,-0.88,-0.12,2.31,-0.45,0.24,-1.51,2.68,0.92,-0.08,0.63,0.04,0.18,-0.54,-0.15,-0.11,0.14,0.32,0.04,-0.61,0.45,-0.03,-0.04,16.11,0
2.15,0.29,-2.75,0.40,1.00,-1.06,0.70,-0.32,-0.24,-0.24,1.36,1.00,0.20,-0.63,-0.78,-0.11,0.65,0.17,0.14,-0.11,0.09,0.43,-0.04,0.74,0.35,0.61,-0.10,-0.06,20.82,0
2.01,0.08,-0.97,1.35,0.01,-0.71,0.19,-0.32,0.51,0.12,-1.05,1.16,1.18,-0.16,-0.79,-0.56,-0.26,-0.42,-0.21,-0.21,0.11,0.73,0.00,0.10,0.38,-0.48,0.03,-0.04,10.29,0
1.98,0.08,-1.62,0.64,0.37,-0.62,0.01,-0.14,0.51,-0.50,0.91,1.05,0.36,-1.50,-1.13,0.33,0.85,0.59,0.23,-0.12,0.01,0.35,-0.02,-0.41,0.11,0.67,-0.04,-0.04,6.43,0
1.97,-0.24,-0.43,1.32,-0.08,0.50,-0.32,0.20,0.72,0.11,0.61,1.72,0.40,-0.21,-2.01,-0.31,-0.29,-0.57,0.40,-0.13,-0.48,-1.03,0.42,0.69,-0.32,-1.23,0.04,-0.03,41.42,0
-1.25,0.77,2.16,1.26,-0.24,-0.01,-0.51,0.70,-0.27,-0.39,-1.23,0.33,0.79,-0.09,0.94,0.03,-0.03,0.50,1.00,0.31,0.05,0.10,-0.30,-0.09,0.32,-0.19,0.24,0.00,0.91,0
-0.10,-0.31,0.31,-2.33,-1.07,-0.87,-0.66,0.28,-2.00,0.83,-1.44,-1.60,-0.46,0.04,-0.28,-0.67,0.88,0.16,0.13,-0.48,-0.01,0.29,0.12,-0.05,-0.98,-0.22,0.13,0.15,15.40,0
0.76,-0.84,0.83,1.50,-1.01,0.30,-0.54,0.25,0.73,0.04,0.42,0.04,-1.54,0.31,0.11,0.74,-0.64,0.97,-0.14,0.23,0.25,0.32,-0.32,0.00,0.41,-0.28,0.01,0.05,201.11,0
2.10,-0.67,-1.34,-0.82,-0.49,-1.60,-0.13,-0.48,-0.70,0.90,-0.66,-0.74,-0.17,0.22,0.29,0.94,0.17,-1.77,0.67,-0.03,0.05,0.03,0.17,-0.11,-0.06,-0.31,-0.06,-0.06,28.00,0
0.31,-0.45,0.19,-3.07,-0.13,-0.61,-0.02,-0.20,-2.03,0.81,-1.28,-0.56,1.32,-0.70,-1.21,-0.49,0.07,-0.20,-0.96,-0.37,0.01,0.52,0.13,0.63,-1.11,-0.52,0.29,0.26,11.00,0
-0.86,0.18,1.33,-0.41,1.34,-0.99,0.52,-0.15,-0.55,-0.45,1.22,0.66,0.32,-0.49,-0.25,0.77,-0.80,0.34,-0.39,0.16,-0.14,-0.45,0.06,-0.04,-0.50,-0.15,-0.09,-0.06,2.10,0
2.02,0.27,-1.89,1.38,0.44,-1.42,0.79,-0.53,0.00,0.39,-0.93,-0.41,-1.11,1.10,0.29,-0.40,-0.39,-0.31,-0.42,-0.33,0.11,0.38,-0.01,0.02,0.46,-0.52,-0.04,-0.07,21.19,0
1.62,-1.33,-0.74,-2.40,0.61,3.13,-1.77,0.84,-1.68,1.58,-0.23,-0.99,0.61,-0.38,0.97,0.23,-0.15,0.60,0.00,-0.18,-0.26,-0.56,0.08,1.02,0.34,-0.29,0.06,0.03,18.60,0
-1.57,1.30,0.27,-1.25,0.45,0.50,-0.35,-1.30,0.91,-0.42,0.54,-0.09,-1.17,-1.25,0.01,0.97,0.10,1.00,0.06,-0.40,1.20,-1.29,0.30,0.02,-0.16,-0.32,-0.53,-0.41,2.52,0
1.02,-0.11,1.02,1.37,-0.50,0.67,-0.43,0.31,0.65,-0.09,0.86,1.32,-0.34,-0.19,-1.52,-0.61,0.17,-0.37,0.03,-0.19,-0.03,0.24,-0.08,0.05,0.60,-0.29,0.07,0.01,14.49,0
0.37,0.30,0.86,-0.39,0.08,0.66,-0.42,-0.66,0.48,-0.52,-0.06,1.24,1.14,-0.17,-0.27,0.38,-1.10,0.93,0.65,-0.12,0.99,0.44,-0.45,-1.01,0.94,-0.01,0.25,0.24,10.59,0
-1.48,-1.54,1.77,-2.17,0.74,-0.79,-0.59,0.08,-0.62,0.37,0.54,-0.48,-0.16,-0.50,-0.63,1.71,-0.72,-0.31,-0.03,0.62,0.48,1.19,-0.02,-0.36,0.14,-0.15,0.13,-0.02,68.40,0
-1.50,-0.27,1.50,0.21,0.04,-0.21,-0.41,0.41,0.57,-0.39,-1.74,-0.82,-0.92,-0.18,0.64,0.60,-0.50,0.67,0.30,-0.27,0.09,0.61,0.56,-0.43,-0.27,0.42,-0.16,-0.23,11.17,0
-0.38,0.90,1.05,-0.71,0.85,-0.21,0.75,0.11,-0.69,-0.85,1.46,1.14,0.95,-0.39,-0.26,0.66,-0.51,-0.18,-0.88,-0.11,-0.07,-0.21,0.07,-0.34,-0.81,-0.20,0.14,0.20,0.80,0
1.26,-0.60,-0.07,-0.60,-0.72,-0.77,-0.21,-0.19,-1.02,0.58,-0.06,-0.68,-0.17,0.12,0.80,0.58,0.72,-1.92,0.23,0.12,0.23,0.49,-0.11,0.11,0.56,-0.12,-0.01,0.01,62.17,0
1.01,-0.55,1.12,0.17,-1.19,0.28,-0.91,0.38,1.01,-0.33,1.05,0.91,-1.04,-0.14,-0.72,-0.23,0.33,-0.54,0.31,-0.10,-0.14,-0.24,0.10,0.28,-0.04,0.99,-0.03,0.01,45.10,0
1.08,-0.03,1.74,3.08,-1.08,0.55,-0.77,0.35,0.85,0.29,-1.72,0.10,-1.02,-0.82,-2.37,-0.19,0.29,-0.59,-0.20,-0.27,-0.34,-0.50,0.05,0.37,0.35,-0.05,0.05,0.03,7.58,0
-0.85,0.62,0.82,0.46,0.24,-0.20,-0.07,0.51,-0.65,-0.45,-0.76,0.02,0.38,0.48,1.47,-0.25,0.22,-0.27,0.71,0.10,0.12,0.16,-0.09,-0.37,-0.46,0.59,0.01,0.01,7.44,0
-0.84,1.73,1.95,3.95,-0.02,1.19,-0.18,0.95,-2.14,1.42,-0.10,-0.39,-0.93,0.55,-0.34,0.27,0.23,0.47,1.90,0.20,-0.38,-1.09,-0.06,-0.46,-0.07,0.09,0.23,0.07,5.20,0
2.20,-0.18,-1.57,-0.12,0.28,-0.90,0.32,-0.23,0.31,0.11,0.74,0.73,-0.34,0.93,0.09,0.05,-0.77,-0.03,0.43,-0.16,-0.10,-0.31,0.15,-0.47,-0.10,-0.14,-0.06,-0.07,42.40,0
1.20,-1.34,0.37,-1.40,-1.52,-0.57,-0.95,-0.15,-1.50,1.31,-1.02,-1.38,0.17,-0.28,0.91,-0.01,0.30,0.14,-0.08,-0.12,-0.34,-0.91,0.03,-0.17,0.16,-0.38,0.02,0.04,117.70,0
-2.56,1.23,-0.07,-2.86,-1.80,-0.90,-1.01,0.51,-0.72,2.41,-1.33,-0.48,0.99,-0.89,-0.65,-0.04,0.22,-0.14,-1.02,-0.23,-0.20,-0.35,0.26,-0.03,-0.85,-0.72,-1.32,-0.10,9.30,0
-1.37,-0.46,2.00,-1.14,1.23,-1.04,0.13,-0.07,-0.20,-0.56,0.84,0.70,-0.01,-0.14,-0.70,0.21,-0.64,-0.16,0.50,0.34,-0.15,-0.62,-0.11,0.06,0.19,1.18,-0.29,-0.16,2.68,0
-0.12,1.18,0.14,0.84,0.43,-1.11,1.07,-0.31,-0.44,0.54,-0.33,0.44,0.86,0.26,0.58,-0.56,-0.21,-0.23,0.38,0.23,0.11,0.63,0.08,0.42,-0.67,-0.42,0.52,0.26,7.96,0
-0.51,0.93,2.31,-0.15,0.23,-0.24,0.55,-0.28,1.55,-1.15,0.19,-2.18,2.28,1.09,0.52,-0.27,0.21,0.47,0.59,0.09,-0.32,-0.39,-0.33,-0.22,0.28,-0.65,-0.07,-0.14,2.14,0
-4.60,-0.04,-2.32,-2.60,1.17,-2.02,0.99,-0.79,3.39,2.76,1.07,0.92,-0.30,-0.47,0.08,-0.69,-0.92,-0.03,0.62,-0.56,-0.88,0.55,-1.41,-0.15,0.15,-0.22,1.80,1.63,178.44,0
-1.08,0.25,1.52,-0.04,1.20,-0.59,1.77,-0.84,-0.01,0.13,-0.01,0.15,0.68,-0.61,0.45,-0.28,-0.81,-0.72,-1.43,-0.27,-0.05,0.74,0.18,0.10,0.02,-0.57,-0.51,-0.61,33.84,0
1.63,-0.63,-0.54,1.74,-0.57,-0.13,-0.23,-0.01,1.16,0.06,-1.03,0.41,-0.34,-0.08,-0.27,-0.29,-0.18,-0.06,-0.65,0.04,0.32,0.77,-0.02,1.16,0.06,-0.54,0.02,0.00,154.03,0
-1.04,-0.02,-0.89,-1.18,2.77,-1.23,1.54,-0.28,-0.88,-0.72,-0.45,-0.42,-1.59,1.15,-1.35,-0.31,-0.98,0.57,0.17,0.08,0.39,0.93,-0.55,-0.96,1.31,0.09,-0.05,0.08,55.20,0
-3.49,3.43,-2.60,-3.75,4.11,2.91,2.93,-1.38,4.41,6.92,1.13,-0.88,-0.72,-2.66,0.91,-1.94,-1.75,-1.00,-0.70,3.32,-0.95,0.70,-0.40,0.64,0.34,-0.19,-0.23,-2.01,1.36,0
-0.28,0.70,0.11,-1.37,2.34,3.23,0.33,0.72,-0.37,-0.04,-0.09,-0.34,-0.08,0.07,0.99,0.45,-0.92,0.07,0.39,0.27,-0.37,-0.95,-0.10,0.90,-0.06,0.06,0.10,-0.11,3.15,0
-1.27,0.46,1.40,-2.51,-0.53,-0.81,-0.02,0.47,0.59,-1.73,0.98,1.26,-0.14,0.43,0.53,-0.31,-0.15,0.51,1.48,-0.12,-0.11,-0.40,-0.07,0.07,0.29,-0.40,-0.19,-0.02,3.40,0
-0.79,0.55,1.16,1.00,0.29,-0.85,0.82,-0.14,-0.64,-0.09,-0.43,0.26,0.75,0.21,0.99,-0.37,-0.24,0.07,0.38,0.45,0.21,0.51,0.13,0.42,-0.11,-0.35,0.37,0.22,106.70,0
-1.16,-4.93,-1.51,0.57,-1.86,-0.20,1.22,-0.43,-0.77,-0.05,-0.42,-1.08,-0.88,0.34,0.31,0.49,0.97,-1.75,0.05,2.65,0.90,-0.20,-1.23,0.15,0.18,-0.16,-0.25,0.23,1278.62,0
-0.39,0.39,2.05,1.73,-0.38,0.13,0.38,-0.16,0.35,0.10,-0.98,-0.09,-0.32,-0.52,0.21,-1.28,0.50,0.10,1.94,0.15,0.04,0.57,-0.19,0.39,-0.29,-0.14,-0.04,-0.05,70.73,0
-0.57,0.82,0.20,-0.03,2.66,3.99,-0.19,0.97,-0.58,0.25,-0.23,-0.29,0.08,0.29,1.71,0.17,-0.72,0.65,0.98,0.29,-0.05,-0.22,-0.14,0.91,-0.12,-0.38,0.30,0.23,4.50,0
0.06,0.86,0.25,-0.62,0.49,-1.09,1.01,-0.20,-0.01,-0.41,-1.18,-0.01,-0.13,0.14,-0.40,-0.04,-0.42,-0.75,-0.03,-0.05,-0.26,-0.58,0.06,-0.12,-0.52,0.16,0.23,0.09,2.85,0
1.10,0.07,0.06,1.00,0.00,-0.28,0.34,0.02,-0.40,0.09,1.63,0.69,-0.78,0.83,0.42,-0.07,-0.30,-0.50,-0.19,-0.04,-0.29,-1.05,0.09,-0.04,0.26,-0.68,0.00,0.03,94.87,0
-4.40,-2.06,-1.40,-1.83,2.71,-2.65,0.76,-0.39,0.18,-0.13,0.57,0.42,-0.83,0.93,-0.99,-0.21,-0.64,-0.33,-0.20,-1.02,-0.08,0.46,-2.10,-0.13,1.29,1.02,-0.36,0.06,22.00,0
-0.19,0.73,-0.25,-0.09,0.57,-0.33,1.23,-0.17,-0.55,-0.07,0.11,-0.49,-1.89,0.89,-0.64,-0.71,-0.01,0.20,1.51,-0.12,0.09,0.38,-0.15,-0.45,-0.33,0.62,0.01,0.12,82.39,0
-0.57,-0.29,0.11,-2.91,2.38,3.32,-0.33,0.93,-1.69,0.04,-0.49,-0.56,0.18,0.08,0.49,-0.77,-0.76,1.36,-0.93,-0.28,-0.43,-1.05,-0.03,1.02,-0.09,0.76,0.00,0.10,13.04,0
-0.26,1.28,-0.68,0.84,0.72,-1.05,0.72,0.12,-0.81,-0.91,-0.55,0.21,0.79,-0.71,0.43,0.24,0.58,0.70,-0.64,-0.10,0.41,1.15,-0.11,-0.09,-0.27,-0.45,0.04,0.05,27.16,0
-0.36,0.97,1.32,0.02,-0.22,-0.86,0.45,0.20,-0.30,-0.25,1.33,-0.60,-2.13,0.23,0.40,0.66,-0.04,0.53,0.13,-0.03,-0.22,-0.70,0.03,0.45,-0.30,0.05,0.20,0.08,4.49,0
-0.85,-1.21,-2.94,-1.43,1.60,-0.96,0.97,0.17,-1.63,0.66,-1.07,-0.45,-0.70,1.19,-1.49,-1.70,-0.44,1.98,-0.38,0.13,0.30,0.74,0.40,-0.33,-1.19,0.70,0.33,0.12,215.82,0
1.01,-0.24,1.41,2.70,-1.00,0.37,-0.70,0.29,0.81,0.39,-1.59,-0.72,-2.27,-0.33,-1.16,0.13,0.13,-0.05,-0.57,-0.15,0.05,0.20,-0.17,0.39,0.56,0.21,0.02,0.04,79.30,0
1.77,-0.34,-0.25,0.48,-0.35,0.18,-0.81,0.01,2.11,-0.45,1.98,-0.69,3.17,1.17,-1.13,0.18,-0.10,0.82,-0.18,-0.09,0.19,0.89,0.08,0.75,-0.05,-0.27,0.01,-0.04,36.35,0
1.37,-0.03,-1.08,-0.54,2.21,3.10,-0.49,0.82,-0.05,0.00,-0.03,0.07,0.04,0.43,1.33,0.68,-0.87,-0.07,0.24,0.02,-0.31,-1.08,0.10,0.96,0.34,0.10,-0.03,0.01,2.50,0
-0.91,1.78,-1.71,-0.74,0.75,0.07,-0.01,0.89,1.14,-0.87,0.69,-2.06,1.56,1.07,-1.45,0.96,0.81,0.91,0.12,0.02,-0.49,-1.11,0.09,-0.59,-0.20,0.15,0.15,0.04,8.22,0
0.11,0.91,-0.35,-0.64,0.94,-0.60,0.93,0.02,-0.32,-0.62,1.27,0.82,0.14,-0.80,-0.99,0.43,0.14,0.19,0.01,0.04,-0.28,-0.63,0.09,0.66,-0.47,0.09,0.23,0.08,0.93,0
-0.62,0.99,0.97,1.19,0.03,0.73,-0.12,0.82,-0.74,-0.12,1.35,1.29,0.05,0.58,0.24,-0.82,0.57,-0.65,0.45,0.04,0.00,0.11,0.08,-0.28,-0.29,-0.39,0.23,0.00,13.21,0
1.14,0.04,0.05,0.31,0.61,1.59,-0.42,0.61,-0.12,-0.27,2.16,0.75,-0.57,0.13,1.42,-0.43,0.93,-1.51,-1.33,-0.26,-0.15,-0.36,0.22,-1.39,-0.11,0.24,0.04,0.00,2.12,0
0.38,0.77,-0.48,-0.88,1.36,-0.37,1.03,-0.28,-0.20,-0.71,-1.35,0.68,2.10,-0.08,0.19,0.02,-1.16,0.18,-0.24,-0.07,0.31,1.18,-0.25,0.11,-0.12,-0.25,0.09,0.06,1.04,0
-3.33,0.19,-0.60,-2.81,-2.18,0.16,-1.60,2.09,-2.34,1.13,-0.37,-1.07,-1.34,1.22,-0.05,0.78,0.68,0.78,-0.66,-0.61,-0.37,-0.76,0.26,-1.03,0.04,-0.43,0.44,-0.27,86.52,0
2.26,0.00,-1.33,0.17,0.46,-0.56,0.22,-0.36,0.43,0.04,-1.36,0.75,1.31,-0.02,-0.01,0.14,-0.72,-0.72,0.53,-0.11,-0.35,-0.72,0.18,-0.91,-0.11,0.26,-0.07,-0.07,2.02,0
-1.09,0.65,-0.66,0.76,1.62,0.88,0.54,0.79,-0.95,-0.21,0.74,0.73,-0.60,1.28,-0.19,-1.58,0.81,-0.96,0.08,0.10,0.30,0.90,-0.11,-1.38,-0.16,-0.27,0.36,0.08,55.44,0
-0.54,1.31,-0.41,-0.80,0.71,-0.78,1.04,-0.29,0.56,1.02,0.61,0.19,-0.59,0.26,-0.09,-0.28,-0.96,0.79,0.40,0.42,0.21,1.27,-0.17,-0.35,-0.68,-0.24,0.67,0.27,10.55,0
-0.99,-0.08,1.43,-1.19,0.72,0.31,0.69,0.03,0.30,-0.52,0.23,-0.05,-1.26,-0.07,-1.01,0.01,-0.43,-0.30,0.20,-0.12,-0.18,-0.36,-0.21,-0.72,-0.25,0.82,-0.26,-0.13,78.48,0
1.21,0.74,0.27,2.04,0.41,0.13,0.23,0.02,-1.24,0.83,0.64,0.56,0.37,0.52,-0.27,1.08,-1.20,-0.11,-0.15,-0.11,-0.51,-1.40,0.15,-0.63,0.22,-0.49,-0.02,0.01,0.00,0
-0.62,1.25,-0.46,0.83,1.68,-0.01,1.26,-0.12,-1.12,-0.52,0.79,0.09,-0.25,-0.91,-0.58,-0.32,0.97,0.89,1.08,-0.03,-0.03,-0.01,-0.73,0.11,1.35,-0.24,-0.26,-0.05,23.09,0
2.55,-1.67,-0.97,-1.59,-1.25,-0.15,-1.28,0.01,-0.77,1.48,-1.98,-1.78,-0.91,-0.32,0.20,-0.15,0.24,0.42,0.06,-0.51,-0.20,-0.18,0.23,0.02,-0.23,-0.15,0.01,-0.05,10.92,0
1.29,-0.86,0.89,-0.64,-1.49,-0.33,-1.31,0.15,-0.15,0.59,-0.37,-1.43,-1.15,-0.11,1.67,1.33,0.40,-1.05,-0.12,-0.04,0.42,0.95,-0.06,0.09,0.27,-0.01,0.04,0.02,13.01,0
-0.11,0.05,1.02,-0.78,0.54,-0.28,0.60,-0.39,1.29,-0.27,-1.98,-0.91,-0.84,-0.50,0.31,0.17,-1.14,0.81,-0.26,-0.09,0.28,1.15,-0.27,-0.59,-0.80,-0.33,-0.20,-0.17,19.80,0
1.66,-0.42,-2.89,0.37,0.91,-0.99,1.12,-0.51,-0.29,0.12,1.00,1.13,0.33,0.96,-0.87,-0.77,-0.40,-0.04,0.31,0.24,0.49,1.07,-0.38,0.91,0.76,0.04,-0.12,-0.05,218.25,0
-1.10,1.92,1.56,4.03,1.33,1.89,0.59,-2.80,-1.37,2.50,-1.30,-0.67,0.67,-0.80,-0.01,-0.78,0.23,-0.08,1.77,-0.17,1.99,-0.26,-0.18,0.27,0.57,0.56,-0.65,-0.63,25.68,0
0.85,-0.90,0.03,0.82,-0.83,-0.11,-0.12,0.07,-1.08,0.81,1.03,-0.05,-1.60,0.78,-0.41,-2.02,0.39,1.06,-1.09,-0.32,-0.22,-0.51,-0.19,0.18,0.42,-0.29,0.00,0.03,202.95,0
0.94,0.59,-0.17,0.72,0.68,0.24,0.28,0.01,-0.38,0.31,0.27,1.14,1.77,0.01,0.24,0.45,-1.18,0.71,0.92,0.01,0.04,0.25,0.07,-1.12,-0.60,-0.55,0.00,-0.15,2.38,0
-0.19,0.29,0.37,-2.20,2.36,3.69,0.04,0.75,-0.01,-0.45,-0.22,-0.33,-0.03,-0.16,0.80,1.02,-1.43,0.19,-0.23,0.08,-0.11,-0.35,0.00,1.10,-0.77,0.56,-0.08,-0.07,6.89,0
1.22,0.00,0.16,0.20,-0.49,-1.42,0.47,-0.39,-0.14,-0.17,0.19,0.62,0.37,0.39,0.80,0.01,-0.10,-1.09,0.12,0.09,-0.36,-1.32,0.18,0.73,0.05,0.56,-0.11,0.02,87.68,0
-0.43,-1.28,2.42,-1.22,-2.09,1.48,-1.19,0.50,-1.04,0.84,-0.66,-0.57,-0.30,-1.38,-2.32,-1.03,1.03,0.96,1.96,0.00,-0.16,0.13,-0.05,-0.36,0.00,0.02,0.15,0.12,93.14,0
-1.59,-1.13,1.92,-1.31,-0.95,0.39,-1.09,0.86,-0.50,-0.53,0.29,0.05,-1.00,-0.54,-2.20,0.70,0.89,-1.06,0.22,0.32,0.50,0.98,-0.04,0.05,0.26,-0.14,-0.03,-0.10,125.16,0
-0.60,0.43,-1.09,-1.69,3.21,3.64,0.60,0.91,-0.09,-1.73,0.04,-0.17,-0.57,-1.33,-0.09,-0.10,0.93,0.09,-0.12,0.15,-0.15,-0.49,-0.05,0.52,0.14,-0.07,0.11,0.14,69.01,0
2.21,-1.36,-0.53,-1.02,-1.30,-0.36,-1.26,0.05,-0.02,0.89,0.57,-0.26,-0.35,-0.15,-0.03,1.62,-0.32,-0.29,0.68,0.09,0.42,1.29,0.04,-0.34,-0.21,-0.07,0.00,-0.05,64.29,0
-0.41,0.90,1.00,0.15,0.67,-0.79,0.91,-0.51,1.11,-0.30,0.21,-2.79,1.10,1.41,-0.31,-0.69,0.85,-0.38,0.90,0.14,-0.44,-0.67,-0.09,-0.06,-0.43,0.31,0.02,-0.03,8.47,0
1.05,-1.22,-0.62,-0.82,1.05,4.16,-1.05,0.95,0.98,-0.51,-0.56,0.43,-0.06,-0.36,-0.10,0.23,-0.38,-0.17,0.71,0.37,-0.18,-0.86,-0.10,1.17,0.21,0.88,-0.06,0.03,160.65,0
-1.00,-0.62,1.54,-1.00,0.21,0.93,0.85,0.20,0.99,-1.26,-0.19,0.40,-1.18,-0.40,-1.67,0.05,-0.78,0.54,0.01,0.34,-0.04,-0.22,0.31,0.22,-0.07,-0.99,-0.07,-0.05,206.00,0
-0.50,0.72,0.35,-0.13,0.89,-0.23,0.46,-0.89,-0.62,-0.14,0.58,0.83,0.41,0.36,-0.39,-0.33,-0.28,-0.06,1.49,-0.18,0.64,-0.50,0.34,-0.42,-0.76,0.34,0.24,0.14,4.06,0
1.86,-0.03,-1.42,0.07,0.34,-0.50,0.10,-0.17,0.34,0.03,1.22,1.45,0.78,0.55,0.14,-0.18,-0.74,0.41,0.01,-0.16,0.31,1.02,0.00,0.79,0.32,-0.46,0.01,-0.06,1.08,0
1.01,-0.61,1.16,1.55,-1.12,0.77,-1.11,0.51,2.27,-0.34,-2.62,-1.02,-2.77,-0.42,-1.33,-0.26,0.26,0.21,0.67,-0.30,-0.28,-0.41,-0.15,-0.52,0.57,-0.25,0.08,0.03,34.01,0
1.84,-0.51,-0.09,0.13,-0.01,1.54,-1.27,0.46,2.86,-0.97,0.72,-1.33,2.23,1.13,0.75,-0.83,0.95,-1.02,-1.43,-0.31,-0.02,0.51,0.34,-0.38,-0.49,-0.62,0.11,-0.03,10.35,0
-0.94,-0.69,-1.65,-0.59,-0.87,0.46,2.67,0.02,-0.71,-1.28,-1.45,-0.06,0.97,0.42,0.22,0.50,-0.84,0.29,-0.32,1.16,0.65,0.65,1.11,0.05,0.22,0.77,-0.42,-0.04,624.75,0
1.39,-0.45,0.45,-0.77,-0.97,-0.70,-0.52,-0.11,-1.21,0.81,1.65,0.44,0.57,-0.02,0.02,1.23,-0.04,-1.23,0.82,0.11,0.01,-0.09,0.07,0.34,0.28,-0.42,0.00,0.01,7.55,0
-1.17,-0.66,0.77,1.52,0.38,1.67,0.83,-0.01,0.73,-0.15,-0.56,0.49,-0.16,-0.62,0.09,-1.80,1.04,-2.04,0.08,-0.66,-0.63,-0.93,-0.07,-1.20,-0.53,-0.93,0.07,-0.40,333.14,0
-0.29,1.13,0.90,-0.36,0.70,0.01,0.59,0.15,-0.57,-0.35,0.44,0.25,0.36,-0.33,0.26,0.83,-0.70,0.66,0.59,0.15,-0.30,-0.78,-0.16,-0.86,-0.03,0.13,0.22,0.07,2.47,0
-1.37,0.21,-0.28,-0.92,3.85,2.99,0.54,0.26,0.26,0.53,-0.45,-0.27,-0.36,-0.31,-0.34,-0.11,-1.11,-0.01,-0.23,-0.22,-0.19,0.05,-0.40,1.09,0.28,-0.50,-0.40,-0.17,9.00,0
1.28,0.17,0.72,0.77,-0.86,-1.36,-0.03,-0.16,0.25,-0.02,0.00,-0.25,-1.21,0.59,1.04,0.22,-0.15,-0.49,-0.31,-0.21,-0.23,-0.74,0.20,0.80,0.09,0.07,-0.04,0.02,2.85,0
1.24,-0.37,0.23,-0.90,-0.67,-0.59,-0.19,0.00,1.32,-0.97,0.82,1.36,-0.41,0.24,-0.15,-0.73,-0.17,0.25,1.31,-0.08,-0.20,-0.46,-0.07,0.01,0.56,-0.90,0.06,0.01,24.79,0
-0.45,0.89,0.91,-0.52,0.85,0.74,0.56,0.27,-0.65,-0.22,0.44,0.70,0.91,0.13,0.45,0.44,-0.85,0.04,0.42,0.18,-0.21,-0.59,-0.19,-1.22,-0.10,0.15,0.29,0.09,0.80,0
1.07,-0.30,1.11,0.96,-1.23,-0.27,-0.62,0.07,1.00,-0.25,-0.79,0.39,-0.06,-0.34,0.20,0.18,-0.17,-0.22,-0.06,-0.01,-0.06,-0.11,-0.01,0.44,0.22,0.31,0.01,0.03,51.99,0
-1.12,-0.28,2.24,-0.07,-0.10,-0.04,0.34,0.21,-0.21,-0.34,1.44,-0.54,-2.12,0.46,1.06,0.32,-0.36,0.30,-0.18,0.31,0.08,-0.08,0.19,0.17,-0.11,0.35,-0.20,-0.16,125.22,0
2.13,0.05,-2.34,-0.11,1.72,0.80,0.31,-0.01,1.44,-0.64,1.31,-1.53,2.46,2.04,0.80,-1.65,1.57,-2.20,-1.41,-0.32,0.05,0.64,0.16,-0.70,0.07,0.25,-0.03,-0.09,9.81,0
1.66,-1.13,-0.51,0.16,-1.04,-1.06,-0.14,-0.21,1.25,-0.23,-0.48,0.58,-0.13,-0.09,-0.11,0.01,0.00,-1.18,0.21,0.18,-0.32,-1.18,0.36,0.52,-0.86,0.77,-0.13,-0.02,196.52,0
-0.93,0.21,1.91,1.09,0.21,0.78,0.28,0.40,-0.77,-0.18,1.74,0.67,0.05,0.38,1.32,-0.53,0.13,-0.02,0.13,0.32,0.36,0.69,0.18,-0.29,-0.30,-0.23,0.14,0.14,107.17,0
-0.33,0.39,1.09,-0.97,0.24,-0.08,0.33,0.15,0.94,-1.02,-2.20,-0.66,-0.91,-0.14,-0.10,0.45,-0.93,0.60,-0.74,-0.27,0.24,0.90,-0.27,-0.86,-0.32,-0.34,0.20,0.17,9.59,0
1.68,-1.06,0.07,-1.43,-0.91,-0.06,-0.98,-0.10,-1.90,1.31,-0.86,-0.75,1.40,-0.50,0.74,-0.47,0.47,-0.32,-0.29,-0.28,-0.24,-0.20,-0.05,-0.78,0.42,-0.14,0.04,0.01,21.60,0
-0.98,0.58,2.45,-0.11,-0.38,-0.40,0.61,-0.03,-0.12,0.09,1.29,-0.42,-1.67,0.27,0.52,0.41,-0.59,0.69,0.14,0.09,0.02,0.16,-0.28,0.48,0.16,0.31,-0.02,-0.11,51.99,0
-1.91,-1.26,2.19,-1.35,1.53,-1.36,-0.43,-0.01,1.01,-1.06,1.41,1.28,-0.64,-0.08,-0.37,-1.05,-0.02,-0.43,0.40,-0.37,-0.22,-0.20,-0.63,0.28,0.44,-0.95,0.03,-0.28,0.91,0
-0.32,1.04,2.06,1.89,0.31,-0.01,0.94,-0.22,-0.90,0.27,-0.71,0.41,0.99,-0.73,-0.88,0.03,-0.41,-0.75,-0.41,0.04,-0.26,-0.41,-0.14,0.40,-0.08,-0.23,-0.09,-0.16,7.38,0
